MOE_Code;MOE_Name;Address;Contact Person;Telephone;Telephone_Alt1;Telephone_Alt2;Email;Website;Year Opened;Longitude;Latitude;Area Administrative;Locality;Type;Ownership;Sector;School Administrator 1;School Administrator 2
P41202;San Antonio RC Primary School;San Antonio Rio Hondo;Anita Colindres;660-4411;6343651;;sanantonioriohondorc20@gmail.com;;1935;-88.67571368;18.13153996;Orange Walk;Rural;Primary;Catholic Schools;Government Aided;;
P21202;San Antonio RC Primary School-CYO;San Antonio Village;Ismael G. Mai;650-6846;;;sanantoniorc16@gmail.com;;1950;-89.02133539;17.07892029;Cayo;Rural;Primary;Catholic Schools;Government Aided;Ismael Mai (Principal);Clifford Coc (Teacher)
P29201;San Antonio United Pentecostal Primary School;San Antonio Village;Arcelito Mai;661-8106;;;unitedpentecostalschool@yahoo.com;www.ups.edu.bz;1992;-89.02493529;17.08143009;Cayo;Rural;Primary;United Pentecostal Schools;Government Aided;Arcelito Mai (Principal);Carlos Cisneros (VPrincipal)
P61111;San Benito Poite RC Primary;San Benito Poite Village;Manuel Canti;635-2656;;;sanbenitopoitercs@gmail.com;;1973;-89.193061;16.112779;Toledo;Rural;Primary;Catholic Schools;Government Aided;Domingo Teck;
P40105;San Carlos Government Primary;San Carlos Village;Romelio Can;669-0487;;;sancarlosgovt@gmail.com;;1992;-88.6545792;17.71818396;Orange Walk;Rural;Primary;Government Schools;Government;;
P41404;San Estevan RC Primary;San Estevan Village;Leticia Perez;323-4095;;;sanestevanrcs@gmail.com;;2014;-88.51120427;18.14988835;Orange Walk;Rural;Primary;Catholic Schools;Government Aided;Leticia Perez;Jorge Gutierrez
P60202;San Felipe Government Primary;San Felipe Village;Everaldo Garcia;632-2343;;;sanfelipeschool@gmail.com;;2014;-88.908473;16.132167;Toledo;Rural;Primary;Government Schools;Government;Everaldo Garcia;Caida Nunez
P61203;San Francisco de Jeronimo Primary;Pueblo Viejo Village  Toledo District  Belize Central America;Stephen Anthony Sho;661-5993;;;sanfranciscodjrcs@gmail.com;;1952;-89.139379;16.207806;Toledo;Rural;Primary;Catholic Schools;Government Aided;Stephen Anthony Sho;
P41004;San Francisco RC Primary;8 Price Avenue  Orange Walk Town;Mrs. Teodora Senaida Toledano;302-2374;;;sanfranrc@hotmail.com;;1979;-88.56684802;18.08217814;Orange Walk;Urban;Primary;Catholic Schools;Government Aided;;
P60109;San Isidro Government Primary;San Isidro Village;Jose Funez;628-8400;;;sanisidroprimary@gmail.com;;2012;-88.54402495;16.50802041;Toledo;Rural;Primary;Government Schools;Government;Mrs. Anselma Woolery;Mr. Abel Pop
P31409;San Joaquin RC Primary School;San Joaquin Village, Ml. 79 Phillip Goldson Highway;Dianira Escalante Moh;423-0057;621-0085;;sanjaoquinrcs@gmail.com;;2014;-88.44273109;18.34877894;Corozal;Rural;Primary;Catholic Schools;Government Aided;;
P40403;San Jose Government Primary;San Jose Village;Omar Cabrera;637-9290;614-9291;;sanjosegov@gmail.com;--;2014;-88.56918512;18.19686419;Orange Walk;Rural;Primary;Government Schools;Government;;
P41405;San Jose Nuevo Palmar RC Primary;San Jose Nuevo, Palmar;Carmen Vioney  Guerra;322-0192;;;vioneyguerra@gmail.com;;2014;-88.56682743;18.06054628;Orange Walk;Rural;Primary;Catholic Schools;Government Aided;Carmen Vioney Guerra;Laura Cantun
P61112;San Jose RC Primary;San Jose Village;Midonio Cal;650-7921;;;sanjosercschool@gmail.com;;1954;-89.094874;16.265834;Toledo;Rural;Primary;Catholic Schools;Government Aided;Midonio Cal;Richard Peck
P21410;San Jose Succotz RC Primary;San Jose Succotz Village  San Jose Succotz  Cayo District  Belize, C.A.;Jenri Castanaza;626-5167;;;mayololu@yahoo.com;;2001;-89.1270446;17.0840244;Cayo;Rural;Primary;Catholic Schools;Government Aided;Teodora Teul (Principal);Jorge Ayala (V- Principal)
P51301;San Juan Bosco Primary School;Cow Pen/San Juan Village;Victor Juarez;614-4290;;;sjboscorc@gmail.com;;2014;-88.5225968;16.56906681;Stann Creek;Rural;Primary;Catholic Schools;Government Aided;Terri Wesby Langford;Zabdiel Martinez
P49401;San Lazaro Methodist Primary;San Lazaro Village;Heidi Mohuel Heredia;631-3267;;;richiewicab39@gmail.com;;2014;-88.6604248;18.03806787;Orange Walk;Rural;Primary;Methodist Protestant Schools;Government Aided;Elsie Cordova;Porfirio Mai
P41406;San Lazaro RC Primary;San Lazaro Village;Dalia Gonzalez;650-4693;;;dalmargonzalez@yahoo.com;;2014;-88.66156877;18.0389503;Orange Walk;Rural;Primary;Catholic Schools;Government Aided;;
P61119;San Lucas RC Primary;San Lucas Village  Toledo District;Berrisford Cal;613-0040;;;sanlucasrcschool@gmail.com;;1996;-89.098857;16.079023;Toledo;Rural;Primary;Catholic Schools;Government Aided;Nestor Assi;
P41407;San Luis RC Primary;San Luis Village;Sergio Chi;671-8700;;;chisergio00@gmail.com;;2014;-88.6033673;18.19559373;Orange Walk;Rural;Primary;Catholic Schools;Government Aided;Sergio Chi;Marianela Uk
P61404;San Luis Rey RC Primary;San Antonio Village;Louis Chun;636-6902;;;louischub@yahoo.com;;1949;-89.02592314;16.2438451;Toledo;Rural;Primary;Catholic Schools;Government Aided;Mr.Louis Chub;Zita Arzu
P61113;San Marcos RC Primary;Toledo;Estevan Ico;606-1768;;;icoestevan@gmail.com;;2014;-88.903861;16.215832;Toledo;Rural;Primary;Catholic Schools;Government Aided;Estevan Ico;Licela Cho
P21107;San Marcos RC Primary-CYO;San Marcos, Spanish Lookout;Immanuel Cabb;669-6848;;;sanmarcoscyo@gmail.com;;2000;-88.97949083;17.26439879;Cayo;Rural;Primary;Catholic Schools;Government Aided;Adan Barrera (Principal);Diana Chinchilla
P61405;San Miguel RC Primary;San Miguel Village  Toledo;Leonardo Cal;615-4937;;;sanmiguelrcschool20@gmail.com;;2014;-88.933802;16.293903;Toledo;Rural;Primary;Catholic Schools;Government Aided;Leonard Cal;
P31410;San Narciso RC Primary;San Narciso Village;Gregorio Moralez;403-3810;622-8748;;san.narciso.rc@gmail.com;;1954;-88.5245933;18.3015616;Corozal;Rural;Primary;Catholic Schools;Government Aided;Leticia Moralez;
P40406;San Pablo Government Primary;San Pablo Village;Jose Moralez;634-4853;;;jdmlz71@yahoo.com;;1995;-88.56616715;18.21294123;Orange Walk;Rural;Primary;Government Schools;Government;Jose Moralez;
P41408;San Pablo RC Primary;San Pablo Village;Flor Blanco;651-2607;;;blancoflor47@gmail.com;;2014;-88.567178;18.2064422;Orange Walk;Rural;Primary;Catholic Schools;Government Aided;Flor Blanco;Melanie Stevenson
P61406;San Pedro Columbia RC Primary;San Pedro Columbia Village;Daniel Palma;611-8435;;;sanpedrocolumbiarc@gmail.com;;2014;-88.9574563;16.2715188;Toledo;Rural;Primary;Catholic Schools;Government Aided;Floriano Chun;Daniel Palma
P30406;San Pedro Government Primary;San Pedro Village;Abner Bobadilla;652-4538;;;sanpedro_gov09@yahoo.com;;1972;-88.4941397;18.3387883;Corozal;Rural;Primary;Government Schools;Government;;
P11004;San Pedro RC Primary;Corner Barrier Reef Drive & Tarpon Street;Roxani Kay;226-2550;;;sanpedrorcschool@yahoo.com;;1964;-87.963401;17.917537;Belize;Urban;Primary;Catholic Schools;Government Aided;;
P41204;San Roman RC Primary;San Roman Rio Hondo;Nellie Toledano (principal), Shahira Lara (vice-principal);606-4392;;;sanromanrcs.ow@gmail.com;https://www.facebook.com/SanRomanRCSchool;2014;-88.64116966;18.1920356;Orange Walk;Rural;Primary;Catholic Schools;Government Aided;;
P61114;San Vicente RC Primary;San Vicente Village;Ricardo Coc;601-9057;;;sanvicentercschool@gmail.com;;2014;-89.199978;16.239615;Toledo;Rural;Primary;Catholic Schools;Government Aided;Ricardo Coc;
P31411;San Victor RC Primary;San Victor Village;Romiro Arthuro Castillo;664-1045;;;svictorrcschool2@gmail.com;;1965;-88.57569464;18.26100978;Corozal;Rural;Primary;Catholic Schools;Government Aided;;
P57101;Sandy Creek Academy Primary;Mile 7, Southern Highway  Silk Grass  Stann Creek;Dr. Henry Canton;;;;;;2023;-88.337766;16.888729;Stann Creek;Rural;Primary;Private Schools;Private;;
P60204;Santa Ana Government School;Santa Anna Village;Howard Reyes;655-3310;;;santaanagovernment@gmail.com;;2014;-88.953262;16.109247;Toledo;Rural;Primary;Government Schools;Government;Howard Reyes;
P34410;Santa Clara SDA Primary School;Santa Clara Village;Urbano Yah;674-5800;;;santaclarasdaschool19@gmail.com;;1950;-88.50938;18.29511;Corozal;Rural;Primary;Adventist Schools;Government Aided;Alvaro Tzul;
P31412;Santa Clara/San Roman RC Primary;Santa Clara/San Roman Villages;Humberto Juarez;620-0775;;;scsr1952@gmail.com;;1952;-88.50876282;18.29669215;Corozal;Rural;Primary;Catholic Schools;Government Aided;;
P40102;Santa Cruz Government Primary;Santa Cruz Village;Yolanda Novelo;624-9222;660-7148;;santacruzgov79@gmail.com;;2014;-88.7086599;18.1138973;Orange Walk;Rural;Primary;Government Schools;Government;;
P20006;Santa Cruz Government Primary;Santa Cruz. Santa Elena;;671-0971;;;;;2021;-89.05149304;17.15926993;Cayo;Urban;Primary;Government Schools;Government;Abelina Gonzalez;
P50105;Santa Cruz Government Primary School;Santa Cruz Village  Stann Creek;Giselle Serano Gamboa;613-4499;672-2175;;santacruzgovernment2020@gmail.com;;2017;-88.42847;16.69997;Stann Creek;Rural;Primary;Government Schools;Government;Chloe Crawford;
P61115;Santa Cruz RC Primary;Santa Cruz Village;Zita Sho-Bol;635-9513;;;santacruzrc2013@gmail.com;;2014;-89.077084;16.233619;Toledo;Rural;Primary;Catholic Schools;Government Aided;Zita Sho-Bol;Locario Che
P29003;Santa Elena Baptist Primary;Bradley Bank, Santa Elena;Maria Martinez;613-0580;;;baptistprimary2013@gmail.com;;2013;-89.06293;17.16207;Cayo;Urban;Primary;Baptist Schools;Government Aided;Ana Hulse;Michel Hyde
P61116;Santa Elena RC Primary;Santa Elena Village;Diane Teul;613-6222;;;dianeteul16@gmail.com;;2014;-89.108217;16.229817;Toledo;Rural;Primary;Catholic Schools;Government Aided;Diane Teul;
P21007;Santa Elena RC Primary-CYO;Perez Street, Santa Elena;Andrea Guerra;824-2919;;;santaelenaschool@yahoo.com;;2014;-89.05920476;17.16585938;Cayo;Urban;Primary;Catholic Schools;Government Aided;Manuel Medina;Elizabeth Shol
P21301;Santa Familia RC Primary;Santa Familia Village;Estevan Donicio Escobar;650-5942;662-7140;;santafamiliaschool72@hotmail.com;;1958;-89.07090356;17.18958469;Cayo;Rural;Primary;Catholic Schools;Government Aided;Estevan Escobar (Principal),Estevan Escobar (Principal);Wendell (Wardell) Pook (Teacher),Wendell (Wardell) Pook (Teacher)
P40103;Santa Martha Government Primary;Santa Martha Village;Seleni Grajales;605-7513;;;selenigrajales@gmail.com;;2014;-88.50202443;18.01564334;Orange Walk;Rural;Primary;Government Schools;Government;;
P36401;Santa Rita Christian Primary;Santa Rita Layout;Rangel Tzul;636-4911;;;santaritasembliesofgod@gmail.coom;;1982;-88.39524163;18.40318903;Corozal;Urban;Primary;Assemblies Of God Schools;Government Aided;;
P61117;Santa Teresa RC Primary;Santa Teresa Village;Juan Chub;661-5869;601-1541;;santateresarc2021@gmail.com;;2014;-89.053362;16.13597;Toledo;Rural;Primary;Catholic Schools;Government Aided;Juan Chub;
P31104;Sarteneja La Inmaculada RC Primary School;Primitivo Aragon Avenue,  Sarteneja Village,  Corozal District,  Belize;Evelio Tzul;633-1371;;;sarteneja.inmaculada@gmail.com;;1948;-88.138155;18.3540657;Corozal;Rural;Primary;Catholic Schools;Government Aided;;
P35101;Sarteneja Nazarene Primary;Sarteneja Village  Corozal District;Mario Mora Jr;615-5221;;;sartenejanazarene@gmail.com;;1987;-88.1418114;18.3552006;Corozal;Rural;Primary;Nazarene Schools;Government Aided;;
P28106;Seven Miles Christian School;7 Miles Mountain Pine Ridge Rd;James Eicher;660-8821;;;bmctdev@gmail.com;;2015;-88.95534598;17.10639384;Cayo;Rural;Primary;Mennonite Schools - Church Group;Private;Stephen Schrock;James Eicher
P48401;Shalom Mennonite Primary School;Carmelita Village, Orange Walk;David Steinhaver;630-7022;;;shalomschoolbz@gmail.com;;2014;-88.54199195;18.01185113;Orange Walk;Rural;Primary;Mennonite Schools - Church Group;Private;;
P54101;Shiloh SDA Primary School;Hercules Ave., Independence Village;Nordia Diego;667-8808;638-8808;;shilohadventistscd@gmail.com;;1989;-88.41591046;16.53742191;Stann Creek;Rural;Primary;Adventist Schools;Government Aided;Marva Bennett Awardo;Shaina  Burgess
P48201;Shipyard Mennonite Community Primary School;-;;;;;;;2014;-88.67620918;17.91826087;Orange Walk;Rural;Primary;Mennonite Schools - H&B;Private;;
P53402;Silk Grass Methodist Primary School;Silk Grass Village;Terrence Salam;672-4868;;;silkgrassmethodistschool@gmail.com;;2014;-88.33807126;16.88601661;Stann Creek;Rural;Primary;Methodist Schools;Government Aided;Kevin Brooks;Luis Perez
P61205;Silver Creek RC Primary School;Silver Creek Village;Luis Alvin Cal;631-1765;;;silvercreekrc@gmail.com;;2014;-88.890458;16.279107;Toledo;Rural;Primary;Catholic Schools;Government Aided;Luis Alvin Cal;Consuela Choco
P53201;Sittee River Methodist Primary;Sittee River Village;Stacy Andrews;614-8965;;;sitteerivermethodistschool@gmail.com;;2014;-88.3207051;16.821919;Stann Creek;Rural;Primary;Methodist Schools;Government Aided;Sylvia Sabal;Neckesha Pratt
P56001;Solid Rock Christian Academy;Rivas Estate, Dangriga;Mrs.Ysela Aleman;522-0776;;;sradga@yahoo.com;;1999;-88.22855755;16.95860631;Stann Creek;Urban;Primary;Assemblies Of God Schools;Government Aided;Mrs. Shannon Martinez,Mrs. Shannon Martinez;Ms. Danelly Nah,Ms. Danelly Nah
P44001;Solomon's SDA Primary;Palmar Boundary Road;Sheryl Distan;668-7846;;;solomonssdaprincipal@gmail.com;;2014;-88.57057363;18.06702095;Orange Walk;Urban;Primary;Adventist Schools;Government Aided;;
P28101;Spanish Lookout Mission Primary School;Spanish Lookout;Marvin Plett;670-5323;670-3172;675-9090;calvin@diversetrades.com;;2013;-89.0133827;17.28878815;Cayo;Rural;Primary;Mennonite Schools - Spanish Lookout;Private;Calvin Reimer;Ricky Reimer
P10001;Stella Maris Special Education and Life Skills Learning Center;Princess Margaret Drive, Belize City;Francelia  Cantun;224-4564;;;stellamarisbz@yahoo.com;;1958;-88.19594997;17.50525551;Belize;Urban;Primary;Government Schools;Government;;
P61118;Sunday Wood RC Primary School;Sunday Wood Village;Daniel Ishim;661-9695;626-0870;;sundaywoodrc@gmail.com;;2014;-89.033344;16.038796;Toledo;Rural;Primary;Catholic Schools;Government Aided;Anthony Fuentes;
P28201;Sunlight Christian Education;Across from FTC  P.O. Box 401  Spanish Lookout  Cayo District;Steven Braun;615-2531;;;sceprimary@gmail.com;;1958;-89.00171538;17.25223422;Cayo;Rural;Primary;Mennonite Schools - Spanish Lookout;Private;John Lowen;Orlando Braun
P58403;Sunrise View School;14 miles Pomona Village Stann Creek;;;;;;;2023;0;0;Stann Creek;Rural;Primary;Mennonite Schools - H&B;Private;;
P28204;Sunshine Valley Primary School;Upper Barton Creek;Mr. Monroe Penner;;;;;;2024;-88.75815;17.96816;Cayo;Rural;Primary;Mennonite Schools - Church Group;Private;Monroe Penner;
P17004;The Island Academy Primary School;Mahogany Bay, PO Box 137, San Pedro Town;Lady Dixie W. Bowen;226-3642;;;islandacad@gmail.com;www.theislandacademy.com;1995;-87.967211;17.914185;Belize;Urban;Primary;Private Schools;Private;Lady Dixie W. Bowen;Wilema Gonzalez
P19006;The Salvation Army Primary School;12 Cemetery Road, Belize City;Carol Martin;207-2156;636-4711;628-3365;thesalvationarmy.sch@gmail.com;;2014;-88.19011456;17.4948832;Belize;Urban;Primary;Salvation Army Schools;Government Aided;;
P27001;The Shepherds Academy Primary;Riviera Road, Belmopan;Carla Marin/ Pastor Jose Marin - Diana Giesbrecht;842-2113;615-6030;610-4279;theshepherdsacademy@gmail.com;theshepherdsacademy.com;2008;-88.78651582;17.25017344;Cayo;Urban;Primary;Private Schools;Private;Diana Giesbrecht;Pastor Jose Marin
P67401;Toledo Christian Academy Primary School;8.5 miles San Antonio Road, Yemeri Grove;Charlston Fisher;722-0256;663-0102;;toledochristianacademy@gmail.com;;1994;-88.88914869;16.16210805;Toledo;Rural;Primary;Private Schools;Private;Edwardo Chub;
P67101;Toledo Learning Center;9.5 Miles Old San Antonio Road;Alma Zuniga;;;;;;2022;-89.03038135;16.24675147;Toledo;Rural;Primary;Private Schools;Private;;
P40405;Trial Farm Government Primary School;Orange Walk;Nazira Romero;322-2481;;;trialfarmgovtsch@gmail.com;;1984;-88.56322477;18.09814363;Orange Walk;Rural;Primary;Government Schools;Government;Nazira Romero;Susana Nicholson
P40404;Trinidad Government Primary;Trinidad Village;Victoria Carrilo;661-5747;;;trinidadgovschool@gmail.com;;2014;-88.56340216;18.09826674;Orange Walk;Rural;Primary;Government Schools;Government;;
P13005;Trinity Methodist Primary School;5 G Street, King's Park, Belize City;Jamael Campbell;223-1096;;;trinitymethodistschool@gmail.com;https://www.facebook.com/Trinity-Methodist-School-2055173154721574/;1989;-88.19171817;17.50994269;Belize;Urban;Primary;Methodist Schools;Government Aided;Brendalee Enriquez;Alice Middleton
P60107;Trio Government Primary School;Trio Village, Toledo District;Anselma Woolery;673-9525;671-3426;;triogovernment2001@gmail.com;;2001;-88.636284;16.5156931;Toledo;Rural;Primary;Government Schools;Government;Adon arzu;Eric Gutierrez
P29004;UB Academy Primary School;Belmopan;Thisbe Lucas-Usher;;;;;;2024;0;0;Cayo;Urban;Primary;University of Belize;Government Aided;;
P28001;United Christian Mennonite Primary School;New Santa Cruz Area, Santa Elena;Louis H. Ysaguirre;654-4927;;;unitedchristianschoolbz@gmail.com;;2014;-89.0543812;17.1623676;Cayo;Urban;Primary;Mennonite Schools - Church Group;Private;Craig Steiner (Principal);Jansen Overholt (Teacher)
P50104;United Community Primary;Mile 26 1/2 Southern Highway  Santa Rosa/ San Roman Village;Sylvia Ogaldez;662-1770;;;unitedcommunity.primary@gmail.com;;2014;-88.4706642;16.6574202;Stann Creek;Rural;Primary;Government Schools;Government;Anthony A. Zuniga;Delia Cardona
P20002;United Evergreen Primary;Ambergris Caye  Belmopan;Mrs. Rosalie Witty;822-2288;;;unitedevergreenpr@yahoo.com;;2014;-88.76668934;17.25241865;Cayo;Urban;Primary;Government Schools;Government;Rosalie Witty;Joel Flores
P19007;Unity Presbyterian Primary;109 A Antelope Extension;Dalila Makhwani;606-6543;615-7804;;unitypresbyterian71@yahoo.com;;2007;-88.20656984;17.49697505;Belize;Urban;Primary;Presbyterian Schools;Government Aided;;
P26101;Valley of Peace Christian Primary School;PO Box 501, Belmopan/Valley of Peace;Jesus Catzim;651-5686;;;valleychristian.ag@gmail.com;;1986;-88.83483796;17.33256207;Cayo;Rural;Primary;Assemblies Of God Schools;Government Aided;Modesto Duenas;Edras Navarro
P25402;Victorious Nazarene Primary School;SanJose Succotz;Shirley Humes;627-3084;660-5689;;principal@vns.edu.bz;vns.edu.bz;2002;-89.1242145;17.0786647;Cayo;Rural;Primary;Nazarene Schools;Government Aided;Shirley Humes;
P13006;Wesley Lower Primary School;38 Albert Street, Belize City;Natalie Phillips;227-3931;227-3288;631-0765;wesleylower1913@gmail.com;;1913;-88.18768355;17.49112395;Belize;Urban;Primary;Methodist Schools;Government Aided;Darlene Lozano;
P13008;Wesley Upper Primary School;44 Dolphin Street, Belize City;Nicole Welch Middleton;227-2921;672-2789;;wesleyupperschool@gmail.com;;1913;-88.1948254;17.4902671;Belize;Urban;Primary;Methodist Schools;Government Aided;Nicole Welch Middleton;
P28202;Wispering Pines Mennonite Primary;Springfield   Cayo District;;;;;;;2014;-88.80861581;17.14449247;Cayo;Rural;Primary;Mennonite Schools - H&B;Private;Ivan Martin;Andrew Beiler
P31413;Xaibe RC Primary School;Xaibe Village;Margaret Carr;623-6396;403-5226;;xaibercs@gmail.com;;1930;-88.43043873;18.38767595;Corozal;Rural;Primary;Catholic Schools;Government Aided;;
P41409;Yo Creek Sacred Heart RC Primary School;Yo Creek Village;Maria Antonita Novelo;323-2076;;;novelopechmaria@gmail.com;;1910;-88.6367919;18.0908838;Orange Walk;Rural;Primary;Catholic Schools;Government Aided;;
P13202;Zion Park Methodist Primary School;Santana Village, Belize District;Erminda Reid;613-5809;;;zpms52@gmail.com;;1952;-88.309915;17.814806;Belize;Rural;Primary;Methodist Schools;Government Aided;Erminda Reid;
P54001;Zion SDA Primary School;90 St. Vincent Street, Dangriga Town;Emilia Montejo;502-2741;614-3092;;zsdaschool2014@gmail.com;;1972;-88.22070717;16.96474198;Stann Creek;Urban;Primary;Adventist Schools;Government Aided;Emilia Montejo;Mario Bull
